filepath,testclass,testname,assertion type,line number,assert string
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_final_encoder_states,assert_almost_equal,111,"assert_almost_equal(final_states.data.numpy(), [[9, 10, 11, 12], [17, 18, 19, 20]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_final_encoder_states,assert_almost_equal,113,"assert_almost_equal(final_states.data.numpy(), [[9, 10, 3, 4], [17, 18, 15, 16]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_no_mask,assert_array_almost_equal,119,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.090031, 0.244728, 0.665241]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_no_mask,assert_almost_equal,122,"assert_almost_equal(1.0, numpy.sum(vector_1d_softmaxed), decimal=6)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_no_mask,assert_array_almost_equal,126,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.017148, 0.046613, 0.93624]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_no_mask,assert_array_almost_equal,131,"assert_array_almost_equal(vector_zero_softmaxed, numpy.array([[0.33333334, 0.33333334, 0.33333334]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_no_mask,assert_array_almost_equal,138,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.01714783, 0.04661262, 0.93623955], [0.09003057, 0.24472847, 0.66524096]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_no_mask,assert_array_almost_equal,148,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.01714783, 0.04661262, 0.93623955], [0.33333334, 0.33333334, 0.33333334]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,160,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.01798621, 0.0, 0.98201382]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,165,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.01321289, 0.0, 0.26538793, 0.72139918]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,174,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0, 0, 0, 1]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,181,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.0, 0.0, 0.0, 0.0]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,188,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.0, 0.0, 0.0, 0.0]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,195,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.5, 0.5, 0]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,201,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.01798621, 0.0, 0.98201382], [0.090031, 0.244728, 0.665241]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,211,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.5, 0.0, 0.5], [0.090031, 0.244728, 0.665241]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,220,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.5, 0.0, 0.5], [0.0, 0.0, 0.0]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_masked,assert_array_almost_equal,227,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.0, 0.0, 0.0], [0.11920292, 0.0, 0.88079708]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,238,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.01798621, 0.0, 0.98201382]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,245,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.01321289, 0.0, 0.26538793, 0.72139918]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,256,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0, 0, 0, 1]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,265,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.25, 0.25, 0.25, 0.25]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,274,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.25, 0.25, 0.25, 0.25]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,283,"assert_array_almost_equal(vector_1d_softmaxed, numpy.array([[0.5, 0.5, 0]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,291,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.01798621, 0.0, 0.98201382], [0.090031, 0.244728, 0.665241]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,303,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.5, 0.0, 0.5], [0.090031, 0.244728, 0.665241]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,314,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.5, 0.0, 0.5], [0.33333333, 0.33333333, 0.33333333]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_softmax_memory_efficient_masked,assert_array_almost_equal,324,"assert_array_almost_equal(masked_matrix_softmaxed, numpy.array([[0.33333333, 0.33333333, 0.33333333], [0.11920292, 0.0, 0.88079708]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_log_softmax_masked,assert_array_almost_equal,337,"assert_array_almost_equal(numpy.exp(vector_1d_softmaxed), numpy.array([[0.01798621, 0.0, 0.98201382]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_log_softmax_masked,assert_array_almost_equal,344,"assert_array_almost_equal(numpy.exp(vector_1d_softmaxed), numpy.array([[0.01321289, 0.0, 0.26538793, 0.72139918]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_log_softmax_masked,assert_array_almost_equal,353,"assert_array_almost_equal(numpy.exp(vector_1d_softmaxed), numpy.array([[0.0, 0.0, 0.0, 1.0]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_max,assert_array_almost_equal,369,"assert_array_almost_equal(vector_1d_maxed, 5.0)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_max,assert_array_almost_equal,381,"assert_array_almost_equal(matrix_maxed, numpy.array([5.0, -1.0]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_max,assert_array_almost_equal,387,"assert_array_almost_equal(matrix_maxed, numpy.array([[5.0], [-1.0]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_max,assert_array_almost_equal,395,"assert_array_almost_equal(matrix_maxed, numpy.array([[5.0, 2.0], [-1.0, -0.5]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_mean,assert_array_almost_equal,402,"assert_array_almost_equal(vector_1d_mean, 3.0)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_mean,assert_array_almost_equal,414,"assert_array_almost_equal(matrix_mean, numpy.array([3.0, -1.5]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_mean,assert_array_almost_equal,420,"assert_array_almost_equal(matrix_mean, numpy.array([[3.0], [-1.5]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_mean,assert_array_almost_equal,428,"assert_array_almost_equal(matrix_mean, numpy.array([[3.0, 0.5], [-1.5, -1.75]]))"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_flip,assert_almost_equal,436,"assert_almost_equal(response, solution)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_flip,assert_almost_equal,449,"assert_almost_equal(response, solution)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_masked_flip,assert_almost_equal,464,"assert_almost_equal(response, solution)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_text_field_mask_returns_a_correct_mask,assert_almost_equal,478,"assert_almost_equal(util.get_text_field_mask(text_field_tensors).long().numpy(), [[1, 1, 1, 0, 0], [1, 1, 0, 0, 0]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_text_field_mask_returns_a_correct_mask_custom_padding_id,assert_almost_equal,495,"assert_almost_equal(util.get_text_field_mask(text_field_tensors, padding_id=9).long().numpy(), [[1, 1, 1, 0, 0], [1, 1, 0, 0, 0]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_text_field_mask_returns_a_correct_mask_character_only_input,assert_almost_equal,511,"assert_almost_equal(util.get_text_field_mask(text_field_tensors).long().numpy(), [[1, 1, 1, 0], [1, 1, 0, 0]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_text_field_mask_returns_a_correct_mask_character_only_input_custom_padding_id,assert_almost_equal,529,"assert_almost_equal(util.get_text_field_mask(text_field_tensors, padding_id=9).long().numpy(), [[1, 1, 1, 0], [1, 1, 0, 0]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_text_field_mask_returns_a_correct_mask_list_field,assert_almost_equal,551,"assert_almost_equal(actual_mask, expected_mask)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_get_text_field_mask_returns_mask_key,assert_almost_equal,560,"assert_almost_equal(util.get_text_field_mask(text_field_tensors).long().numpy(), [[0, 0, 1]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_sequence_cross_entropy_with_logits_averages_token_correctly,assert_almost_equal,937,"assert_almost_equal(loss.detach().item(), average_token_loss.item(), decimal=5)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_replace_masked_values_replaces_masked_values_with_finite_value,assert_almost_equal,1042,"assert_almost_equal(replaced, [[[1, 2, 3, 4], [5, 6, 7, 8], [2, 2, 2, 2]]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_logsumexp,assert_almost_equal,1049,"assert_almost_equal(log_summed.exp().data.numpy(), [0.7])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_logsumexp,assert_almost_equal,1051,"assert_almost_equal(log_summed.exp().data.numpy(), [[0.7]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_logsumexp,assert_almost_equal,1056,"assert_almost_equal(util.logsumexp(tensor).data.numpy(), [20.0])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_logsumexp,assert_almost_equal,1058,"assert_almost_equal(util.logsumexp(tensor).data.numpy(), [20.0])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_logsumexp,assert_almost_equal,1060,"assert_almost_equal(util.logsumexp(tensor, dim=0).data.numpy(), [20.0, 200.0])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_remove_sentence_boundaries,assert_array_almost_equal,1250,"assert_array_almost_equal(new_tensor.data.numpy(), expected_new_tensor.data.numpy())"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1315,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[8 + 15]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1320,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[20 + 25]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1326,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight2), [[8 + 20 + 15 + 25]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1331,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[-3 * 4 + -2 * 5]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1336,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[3 * 4 + 2 * 5]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1341,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[7 * 4 + 8 * 5]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1346,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[10 * 4 + 15 * 5]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1351,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[5 / 2 * 4 + 5 / 3 * 5]], decimal=4)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply,assert_almost_equal,1358,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[2 / 5 * 4 + 3 / 5 * 5]], decimal=4)"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply_with_same_batch_size_and_embedding_dim,assert_almost_equal,1378,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[20 + 25, 16 + 20], [8 + 15, 4 + 5]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply_with_same_batch_size_and_embedding_dim,assert_almost_equal,1389,"assert_almost_equal(util.combine_tensors_and_multiply(combination, tensors, weight), [[5 * 2 * 4 + 5 * 3 * 5, 2 * 2 * 4 + 2 * 3 * 5], [4 * 1 * 4 + 4 * 1 * 5, 3 * 1 * 4 + 3 * 1 * 5]])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply_with_batch_size_one,assert_almost_equal,1412,"assert_almost_equal(result.size(), [1, seq_len_1, seq_len_2])"
task2results/allentests/tests/nn/util_test.py,TestNnUtil,test_combine_tensors_and_multiply_with_batch_size_one_and_seq_len_one,assert_almost_equal,1429,"assert_almost_equal(result.size(), [1, seq_len_1, seq_len_2])"
task2results/allentests/tests/nn/parallel/fairscale_fsdp_accelerator_test.py,TestFairScaleFsdpAccelerator,test_distributed_loading_and_training,assert_allclose,228,"assert_allclose(tensor0, tensor1, msg=f'{key} is off in consolidated state.\nExpected:\n{tensor0}\nGot:\n{tensor1}', atol=tolerance, rtol=tolerance)"
task2results/allentests/tests/training/optimizer_test.py,TestMultiOptimizer,test_optimizer_params,assertGreater,236,assert lr > 0
task2results/allentests/tests/training/trainer_test.py,TestTrainer,test_trainer_can_run,assertGreater,191,assert metrics['peak_worker_0_memory_MB'] > 0
task2results/allentests/tests/training/trainer_test.py,SecondBackwardCallback,test_trainer_can_run_cuda,assertGreater,267,assert metrics['peak_worker_0_memory_MB'] > 0
task2results/allentests/tests/training/trainer_test.py,SlowDataLoader,test_restored_training_returns_best_epoch_metrics_even_if_no_better_epoch_is_found_after_restoring,assertGreater,1122,assert training_metrics['validation_loss'] > restored_metrics['validation_loss']
task2results/allentests/tests/training/metrics/categorical_accuracy_test.py,CategoricalAccuracyTest,test_top_k_categorical_accuracy_respects_mask,assert_allclose,65,"assert_allclose(actual_accuracy, 0.5)"
task2results/allentests/tests/training/metrics/categorical_accuracy_test.py,CategoricalAccuracyTest,test_top_k_categorical_accuracy_works_for_sequences,assert_allclose,80,"assert_allclose(actual_accuracy, 0.6666666)"
task2results/allentests/tests/training/metrics/categorical_accuracy_test.py,CategoricalAccuracyTest,test_top_k_categorical_accuracy_works_for_sequences,assert_allclose,86,"assert_allclose(actual_accuracy, 0.5)"
task2results/allentests/tests/training/metrics/categorical_accuracy_test.py,CategoricalAccuracyTest,test_tie_break_categorical_accuracy,assert_allclose,135,"assert_allclose(actual_accuracy, 2.5 / 6.0)"
task2results/allentests/tests/training/metrics/rouge_test.py,RougeTest,global_distributed_rouge,assert_allclose,131,"assert_allclose(unigram_recall, desired_values['unigram_recall'])"
task2results/allentests/tests/training/metrics/rouge_test.py,RougeTest,global_distributed_rouge,assert_allclose,133,"assert_allclose(unigram_precision, desired_values['unigram_precision'])"
task2results/allentests/tests/training/metrics/rouge_test.py,RougeTest,global_distributed_rouge,assert_allclose,135,"assert_allclose(unigram_f1, desired_values['unigram_f1'])"
task2results/allentests/tests/training/metrics/rouge_test.py,RougeTest,global_distributed_rouge,assert_allclose,143,"assert_allclose(bigram_recall, desired_values['bigram_recall'])"
task2results/allentests/tests/training/metrics/rouge_test.py,RougeTest,global_distributed_rouge,assert_allclose,145,"assert_allclose(bigram_precision, desired_values['bigram_precision'])"
task2results/allentests/tests/training/metrics/rouge_test.py,RougeTest,global_distributed_rouge,assert_allclose,147,"assert_allclose(bigram_f1, desired_values['bigram_f1'])"
task2results/allentests/tests/training/metrics/rouge_test.py,RougeTest,global_distributed_rouge,assert_allclose,155,"assert_allclose(metric._total_rouge_l_f1, desired_values['total_rouge_l_f1'])"
task2results/allentests/tests/training/metrics/covariance_test.py,CovarianceTest,test_covariance_unmasked_computation,assert_allclose,35,"assert_allclose(expected_covariance, covariance.get_metric())"
task2results/allentests/tests/training/metrics/covariance_test.py,CovarianceTest,test_covariance_unmasked_computation,assert_allclose,40,"assert_allclose(np.cov(predictions.view(-1).cpu().numpy(), labels.view(-1).cpu().numpy())[0, 1], covariance.get_metric())"
task2results/allentests/tests/training/metrics/covariance_test.py,CovarianceTest,test_covariance_masked_computation,assert_allclose,68,"assert_allclose(expected_covariance, covariance.get_metric())"
task2results/allentests/tests/training/metrics/covariance_test.py,CovarianceTest,test_covariance_masked_computation,assert_allclose,73,"assert_allclose(np.cov(predictions.view(-1).cpu().numpy(), labels.view(-1).cpu().numpy(), fweights=mask.view(-1).cpu().numpy())[0, 1], covariance.get_metric())"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,98,"assert_allclose(metric_dict['recall-ARG2'], 0.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,99,"assert_allclose(metric_dict['precision-ARG2'], 0.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,100,"assert_allclose(metric_dict['f1-measure-ARG2'], 0.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,101,"assert_allclose(metric_dict['recall-ARG1'], 1.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,102,"assert_allclose(metric_dict['precision-ARG1'], 0.5)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,103,"assert_allclose(metric_dict['f1-measure-ARG1'], 0.666666666)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,104,"assert_allclose(metric_dict['recall-V'], 1.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,105,"assert_allclose(metric_dict['precision-V'], 1.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,106,"assert_allclose(metric_dict['f1-measure-V'], 1.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,107,"assert_allclose(metric_dict['recall-overall'], 0.75)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,108,"assert_allclose(metric_dict['precision-overall'], 0.6)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correcly_with_prediction_map,assert_allclose,109,"assert_allclose(metric_dict['f1-measure-overall'], 0.666666666)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,167,"assert_allclose(metric_dict['recall-ARG2'], 0.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,168,"assert_allclose(metric_dict['precision-ARG2'], 0.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,169,"assert_allclose(metric_dict['f1-measure-ARG2'], 0.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,170,"assert_allclose(metric_dict['recall-ARG1'], 1.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,171,"assert_allclose(metric_dict['precision-ARG1'], 0.5)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,172,"assert_allclose(metric_dict['f1-measure-ARG1'], 0.666666666)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,173,"assert_allclose(metric_dict['recall-overall'], 0.5)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,174,"assert_allclose(metric_dict['precision-overall'], 0.5)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_span_metrics_are_computed_correctly,assert_allclose,175,"assert_allclose(metric_dict['f1-measure-overall'], 0.5)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_bmes_span_metrics_are_computed_correctly,assert_allclose,207,"assert_allclose(metric_dict['recall-overall'], 0.375, rtol=0.001, atol=0.001)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_bmes_span_metrics_are_computed_correctly,assert_allclose,208,"assert_allclose(metric_dict['precision-overall'], 0.428, rtol=0.001, atol=0.001)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,test_bmes_span_metrics_are_computed_correctly,assert_allclose,209,"assert_allclose(metric_dict['f1-measure-overall'], 0.4, rtol=0.001, atol=0.001)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,mock_tags_to_spans_function,assert_allclose,241,"assert_allclose(metric_dict['recall-overall'], 1.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,mock_tags_to_spans_function,assert_allclose,242,"assert_allclose(metric_dict['precision-overall'], 1.0)"
task2results/allentests/tests/training/metrics/span_based_f1_measure_test.py,SpanBasedF1Test,mock_tags_to_spans_function,assert_allclose,243,"assert_allclose(metric_dict['f1-measure-overall'], 1.0)"
task2results/allentests/tests/training/metrics/pearson_correlation_test.py,PearsonCorrelationTest,test_pearson_correlation_unmasked_computation,assert_allclose,58,"assert_allclose(expected_pearson_correlation, pearson_correlation.get_metric())"
task2results/allentests/tests/training/metrics/pearson_correlation_test.py,PearsonCorrelationTest,test_pearson_correlation_unmasked_computation,assert_allclose,62,"assert_allclose(pearson_corrcoef(predictions.view(-1).cpu().numpy(), labels.view(-1).cpu().numpy()), pearson_correlation.get_metric())"
task2results/allentests/tests/training/metrics/pearson_correlation_test.py,PearsonCorrelationTest,test_pearson_correlation_masked_computation,assert_allclose,99,"assert_allclose(expected_pearson_correlation, pearson_correlation.get_metric())"
